nflId,height,weight,birthDate,collegeName,position,displayName
2532978,70,191,11/25/1989,Arkansas,WR,Jarius Wright
2552458,76,225,5/21/1994,Michigan,WR,Devin Funchess
2557997,71,205,6/7/1996,Stanford,RB,Christian McCaffrey
2560894,75,260,6/6/1996,Indiana,TE,Ian Thomas
2535698,68,174,4/26/1989,Southern Methodist,WR,Cole Beasley
2550353,75,195,11/12/1991,Miami,WR,Allen Hurns
2560735,73,200,3/4/1996,Colorado State,WR,Michael Gallup
2559193,77,260,7/16/1994,Oklahoma State,TE,Blake Jarwin
2552686,72,243,5/28/1993,Minnesota,OLB,Damien Wilson
2555310,74,245,6/14/1995,Notre Dame,MLB,Jaylon Smith
2552622,78,255,4/10/1992,Canisius,TE,Chris Manhertz
2558833,74,255,5/17/1994,West Georgia,RB,Alex Armah
2560813,71,215,4/14/1997,Maryland,WR,D.J. Moore
2550262,73,232,5/6/1991,South Carolina State,ILB,Joe Thomas
2539205,74,210,9/18/1989,Baylor,WR,Terrance Williams
2553441,74,240,8/8/1993,Texas State,MLB,David Mayo
2495700,77,255,3/11/1985,Miami,TE,Greg Olsen
2553815,72,222,7/5/1993,Akron,OLB,Justin March
2540269,68,225,2/10/1991,California,RB,C.J. Anderson
2499257,72,205,10/27/1987,Texas Christian,FS,Colin Jones
2560866,77,242,7/11/1996,Stanford,TE,Dalton Schultz
2536044,73,242,4/17/1989,North Texas,FB,Jamize Olawale
2495108,72,204,6/6/1989,Nebraska,CB,Prince Amukamara
2532961,72,239,3/24/1990,Kentucky,ILB,Danny Trevathan
2543681,71,194,2/16/1992,Virginia Tech,CB,Kyle Fuller
2552385,72,214,4/29/1993,Penn State,FS,Adrian Amos
2553500,69,188,10/23/1991,Rice,CB,Bryce Callahan
2555288,74,242,5/26/1993,West Virginia,ILB,Nick Kwiatkoski
2558176,72,202,12/10/1993,Alabama,FS,Eddie Jackson
2495187,75,250,1/30/1988,Wisconsin,TE,Lance Kendricks
2495448,70,192,8/22/1990,Kentucky,WR,Randall Cobb
2506363,74,225,12/2/1983,California,QB,Aaron Rodgers
2543495,73,215,12/24/1992,Fresno State,WR,Davante Adams
2552429,72,216,1/22/1993,Stanford,RB,Ty Montgomery
2556460,75,202,1/18/1994,Illinois,WR,Geronimo Allison
497236,79,265,11/24/1986,Miami,TE,Jimmy Graham
2560907,76,207,10/10/1994,South Florida,WR,Marquez Valdes-Scantling
2555285,77,240,9/8/1992,Georgia,OLB,Leonard Floyd
2558204,72,213,4/3/1995,Brigham Young,RB,Jamaal Williams
2540200,76,268,2/18/1991,Michigan State,TE,Dion Sims
2543509,74,220,8/24/1993,Penn State,WR,Allen Robinson
2550284,74,238,10/29/1991,Florida,TE,Trey Burton
2550617,67,168,2/17/1991,Abilene Christian,WR,Taylor Gabriel
2555418,72,224,11/2/1994,Indiana,RB,Jordan Howard
2558008,74,215,8/20/1994,North Carolina,QB,Mitchell Trubisky
80431,75,255,5/14/1986,Southern California,OLB,Clay Matthews
2506789,71,191,3/16/1983,Louisiana Tech,CB,Tramon Williams
2543470,73,211,12/21/1992,Alabama,FS,Ha Ha Clinton-Dix
2552697,71,195,3/12/1993,Auburn,FS,Jermaine Whitehead
2555161,74,237,1/9/1994,Stanford,ILB,Blake Martinez
2556480,71,200,8/11/1994,Louisiana Tech,SS,Kentrell Brice
2556537,76,260,4/1/1993,Arizona,LB,Reggie Gilbert
2557996,75,200,5/5/1995,Washington,CB,Kevin King
2560755,72,196,4/3/1996,Iowa,CB,Josh Jackson
2560810,71,199,10/9/1994,Memphis,WR,Anthony Miller
2533048,75,265,4/12/1990,USC,OLB,Nick Perry
2560952,70,196,2/9/1997,Louisville,CB,Jaire Alexander
2558250,66,191,7/26/1995,North Carolina A&T,RB,Tarik Cohen
2557983,76,235,1/3/1996,Notre Dame,QB,DeShone Kizer
2560877,72,230,4/8/1997,Georgia,LB,Roquan Smith
494289,71,203,12/19/1987,Northwestern,CB,Sherrick McManis
2556478,75,247,2/7/1994,Harvard,TE,Ben Braunecker
2555160,73,241,12/6/1994,Florida,ILB,Antonio Morrison
2553432,75,216,6/25/1992,West Virginia,WR,Kevin White
2552636,72,240,2/1/1992,Rutgers,FB,Michael Burton
2555340,77,245,11/25/1991,Utah State,OLB,Kyler Fackrell
2552489,75,318,1/6/1994,Florida State,NT,Eddie Goldman
2495101,75,259,9/6/1988,Texas,OLB,Sam Acho
2541202,74,197,2/1/1990,Rutgers,CB,Marcus Cooper
2495888,78,267,5/19/1984,UCLA,TE,Marcedes Lewis
2495343,69,185,4/26/1989,Chattanooga,CB,Buster Skrine
2532877,74,213,1/1/1990,Montana,CB,Trumaine Johnson
2533059,71,192,2/7/1990,Louisiana State,CB,Morris Claiborne
2543597,73,246,3/9/1992,Kentucky,ILB,Avery Williamson
2555256,75,259,7/1/1994,Georgia,OLB,Jordan Jenkins
2555322,73,232,10/18/1994,Ohio State,ILB,Darron Lee
2556617,72,210,9/25/1993,Appalachian State,S,Doug Middleton
2557979,73,213,10/17/1995,Louisiana State,SS,Jamal Adams
79860,75,220,2/7/1988,Georgia,QB,Matthew Stafford
497326,71,197,8/2/1988,Notre Dame,WR,Golden Tate
2532884,74,198,3/12/1990,California,WR,Marvin Jones
2558049,77,265,5/7/1994,Toledo,TE,Michael Roberts
2558052,76,213,11/3/1993,Northern Illinois,WR,Kenny Golladay
2560765,71,212,6/30/1997,Auburn,RB,Kerryon Johnson
2540020,69,201,5/4/1991,Notre Dame,RB,Theo Riddick
2541199,77,254,1/15/1990,Rice,TE,Luke Willson
2540203,80,268,7/30/1991,Stanford,TE,Levine Toilolo
2561366,75,235,9/19/1996,Washington State,LB,Frankie Luvu
2543836,72,190,7/19/1992,Notre Dame,WR,T.J. Jones
2553353,72,182,11/26/1990,Marshall,CB,Darryl Roberts
2556453,75,250,11/23/1992,Monmouth (N.J.),TE,Hakeem Valles
2540219,72,212,2/14/1991,Georgia Southern,FS,J.J. Wilcox
2552486,77,302,6/20/1994,Southern California,DE,Leonard Williams
2543828,74,225,5/31/1992,Nebraska,WR,Quincy Enunwa
2550189,71,225,1/8/1993,Alabama State,RB,Isaiah Crowell
2553451,76,257,1/14/1992,"Monmouth, N.J.",TE,Neal Sterling
2553744,78,263,4/22/1992,Texas-El Paso,TE,Eric Tomlinson
2556462,75,190,5/9/1993,Temple,WR,Robby Anderson
2561036,75,225,6/5/1997,Southern California,QB,Sam Darnold
71441,72,207,1/15/1986,New Mexico,FS,Glover Quin
2534830,72,208,3/19/1990,Illinois,SS,Tavon Wilson
2540288,72,190,1/1/1991,Mississippi State,CB,Darius Slay
2543869,75,256,6/24/1991,Southern California,OLB,Devon Kennard
2543872,69,190,4/23/1991,Utah State,CB,Nevin Lawson
2550572,75,250,2/18/1991,Florida State,ILB,Christian Jones
2552262,69,197,1/22/1993,Texas,SS,Quandre Diggs
2557924,72,233,1/31/1995,Tennessee,OLB,Jalen Reeves-Maybin
2531332,76,228,6/20/1989,Ohio State,WR,Terrelle Pryor
2558821,70,190,4/3/1995,San Diego,CB,Jamal Agnew
2557855,73,245,11/16/1994,Florida,MLB,Jarrad Davis
2560738,76,252,2/23/1996,Miami,TE,Chris Herndon
2552494,75,243,1/20/1994,Virginia,DE,Eli Harold
497149,72,247,12/5/1986,Oregon,RB,LeGarrette Blount
2495328,70,204,10/27/1988,Louisville,RB,Bilal Powell
2560822,70,180,10/11/1994,Tulane,CB,Parry Nickerson
2495262,73,250,5/12/1989,Central Michigan,FB,Nick Bellore
2553657,74,234,4/6/1993,Marshall,OLB,Neville Hewitt
2506562,76,225,5/17/1982,USC,QB,Matt Cassel
2549896,74,250,2/16/1992,Arizona,OLB,Marquis Flowers
2553725,70,205,12/14/1992,Texas Tech,WR,Bradley Marquez
497320,71,195,1/9/1988,Citadel,WR,Andre Roberts
2555477,74,209,10/16/1992,Clemson,WR,Charone Peake
2557885,77,258,1/31/1995,Clemson,TE,Jordan Leggett
2561137,71,185,7/23/1994,Virginia State,RB,Trenton Cannon
2557955,72,191,12/31/1995,Florida,CB,Teez Tabor
1302,73,209,2/13/1986,Kansas,CB,Aqib Talib
2540197,68,178,1/17/1992,Southern California,CB,Nickell Robey-Coleman
2543492,68,185,11/27/1990,Florida State,FS,Lamarcus Joyner
2552488,72,197,1/9/1993,Washington,CB,Marcus Peters
2556277,71,207,10/27/1994,Midwestern State,SS,Marqui Christian
2556593,75,228,11/18/1993,Washington,ILB,Cory Littleton
2558183,72,209,12/19/1995,Boston College,SS,John Johnson
2558830,75,245,5/9/1995,Eastern Washington,OLB,Samson Ebukam
1032,75,217,5/31/1985,Kansas State,WR,Jordy Nelson
71265,77,254,4/7/1987,South Carolina,TE,Jared Cook
2495663,71,215,4/22/1986,California,RB,Marshawn Lynch
2543499,75,210,3/28/1991,Fresno State,QB,Derek Carr
2550597,74,195,2/22/1991,West Alabama,WR,Seth Roberts
2552487,73,211,6/17/1994,Alabama,WR,Amari Cooper
2540169,72,193,4/10/1992,Southern California,WR,Robert Woods
2543498,70,183,9/25/1993,Oregon State,WR,Brandin Cooks
2552475,73,224,8/3/1994,Georgia,RB,Todd Gurley
2555334,76,223,10/14/1994,California,QB,Jared Goff
2555364,78,257,1/1/1993,Western Kentucky,TE,Tyler Higbee
2557898,74,208,6/15/1993,Eastern Washington,WR,Cooper Kupp
2495153,70,200,12/8/1988,Clemson,FS,Marcus Gilchrist
2495617,71,195,12/9/1984,Michigan,CB,Leon Hall
2506353,75,245,11/22/1982,Texas,ILB,Derrick Johnson
2507167,71,210,9/21/1983,Florida,FS,Reggie Nelson
2532986,73,241,4/2/1990,Temple,OLB,Tahir Whitehead
2541200,74,194,10/2/1989,Northern Illinois,CB,Rashaan Melvin
2558062,72,190,6/29/1995,Ohio State,CB,Gareon Conley
2543487,74,263,4/28/1992,Florida,OLB,Dominique Easley
2552320,74,237,8/19/1992,Georgia,ILB,Ramik Wilson
2534241,75,240,7/25/1990,Beloit,TE,Derek Carrier
2556885,68,207,10/15/1993,Southern Mississippi,RB,Jalen Richard
2553722,75,265,9/21/1991,Northwest Missouri State,OLB,Matt Longacre
2532899,69,210,1/13/1989,Boise State,RB,Doug Martin
306,74,205,4/7/1986,Tennessee State,CB,Dominique Rodgers-Cromartie
2557889,75,240,6/25/1994,South Alabama,TE,Gerald Everett
2558194,75,196,2/16/1995,Texas A&M,WR,Josh Reynolds
2557972,75,235,10/21/1995,Wake Forest,MLB,Marquel Lee
2552382,71,222,5/15/1993,Texas,RB,Malcolm Brown
2555294,76,260,3/20/1992,Michigan State,LB,Shilique Calhoun
2558875,76,232,11/23/1994,Oregon,TE,Johnny Mundt
2536032,76,245,6/8/1989,Kansas State,OLB,Emmanuel Lamur
2555342,70,200,9/8/1993,West Virginia,SS,Karl Joseph
2550400,72,240,4/8/1992,San Jose State,FB,Keith Smith
2556817,70,185,5/3/1993,North Carolina A&T,CB,Tony McRae
2560745,77,265,6/29/1995,Ohio State,DE,Sam Hubbard
2552392,71,210,1/21/1993,Stanford,SS,Jordan Richards
2559924,69,195,9/11/1995,Southern Mississippi,RB,Ito Smith
2561009,74,235,12/16/1993,Mississippi,DE,Marquis Haynes
2560775,73,200,1/23/1995,Tennessee,DB,Rashaan Gaulden
2539219,73,190,12/5/1989,Connecticut,CB,Blidi Wreh-Wilson
2558171,70,185,10/9/1994,Miami,CB,Corn Elder
2534741,70,205,2/12/1989,West Virginia,FS,Keith Tandy
2495288,77,255,8/3/1988,Nevada,TE,Virgil Green
2506121,77,228,12/8/1981,North Carolina State,QB,Philip Rivers
2552469,73,215,4/13/1993,Wisconsin,RB,Melvin Gordon
2555220,74,234,11/7/1992,Wisconsin,FB,Derek Watt
2558846,76,218,10/4/1994,Clemson,WR,Mike Williams
2559161,77,255,6/11/1993,Missouri,TE,Sean Culkin
79901,71,207,5/27/1988,Illinois,CB,Vontae Davis
2505299,76,255,6/18/1980,Kent State,TE,Antonio Gates
2540154,74,211,4/27/1992,California,WR,Keenan Allen
2553913,76,205,2/12/1992,Western Oregon,WR,Tyrell Williams
2532861,71,192,9/9/1989,Vanderbilt,CB,Casey Hayward
2541958,70,195,1/24/1990,Central Michigan,SS,Jahleel Addae
2552310,71,240,12/5/1992,Miami,ILB,Denzel Perryman
2556828,71,191,9/15/1993,Penn State,CB,Trevor Williams
2557927,70,201,12/14/1994,Iowa,CB,Desmond King
2560760,74,215,8/3/1996,Florida State,SS,Derwin James
2560928,74,216,3/24/1996,West Virginia,LB,Kyzir White
2559169,70,200,5/17/1995,"Western State, Colo.",RB,Austin Ekeler
2550842,71,210,3/28/1992,Texas,SS,Adrian Phillips
2556148,71,221,2/18/1994,Akron,OLB,Jatavis Brown
2560826,74,251,12/28/1996,Southern California,LB,Uchenna Nwosu
2558182,74,220,1/25/1994,Miami,SS,Rayshawn Jenkins
2552296,75,250,8/16/1991,North Dakota State,OLB,Kyle Emanuel
2530763,73,234,4/30/1989,South Carolina,FB,Patrick DiMarco
2507644,71,232,8/10/1987,North Dakota State,OLB,Ramon Humber
2556652,71,195,9/24/1992,Pittsburgh,CB,Lafayette Pitts
2552654,75,211,1/10/1992,Connecticut,WR,Geremy Davis
2561358,70,174,12/6/1992,West Georgia,WR,J.J. Jones
2561382,70,210,3/6/1994,Western Carolina,RB,Detrez Newsome
2560818,72,205,8/4/1994,Jacksonville State,DB,Siran Neal
2495438,78,265,11/9/1989,Notre Dame,TE,Kyle Rudolph
2532820,75,202,8/19/1988,Michigan State,QB,Kirk Cousins
2541161,75,230,1/18/1990,Central Florida,RB,Latavius Murray
2541785,74,200,8/22/1990,Minn. State-Mankato,WR,Adam Thielen
2555306,76,265,5/19/1993,Texas-San Antonio,TE,David Morgan
2561027,75,254,7/30/1995,Central Michigan,TE,Tyler Conklin
2552608,72,191,11/29/1993,Maryland,WR,Stefon Diggs
2555214,74,215,6/14/1995,Mississippi,WR,Laquon Treadwell
2534567,74,235,12/9/1988,Idaho,MLB,Korey Toomer
2525323,73,210,9/9/1987,Rice,SS,Andrew Sendejo
2532948,74,214,2/2/1989,Notre Dame,FS,Harrison Smith
2540155,73,218,6/19/1990,Florida State,CB,Xavier Rhodes
2543459,77,255,3/18/1992,UCLA,OLB,Anthony Barr
2552312,72,232,2/29/1992,UCLA,MLB,Eric Kendricks
2552448,72,190,7/25/1992,Michigan State,CB,Trae Waynes
2555177,70,192,11/12/1993,Clemson,CB,Mackensie Alexander
2557991,70,210,8/10/1995,Florida State,RB,Dalvin Cook
2556803,71,235,7/22/1993,"Augustana, S.D.",FB,C.J. Ham
2495170,72,195,7/10/1989,New Mexico State,CB,Davon House
2558033,74,244,10/16/1994,Michigan,OLB,Ben Gedeon
2555156,76,215,2/11/1994,Clemson,SS,Jayron Kearse
2557896,72,195,5/13/1994,Miami (Fla.),WR,Stacy Coley
2560746,70,191,2/11/1997,Central Florida,CB,Mike Hughes
2560243,74,215,3/25/1993,"Concordia, Minn",WR,Brandon Zylstra
2556489,72,230,3/9/1994,Louisville,OLB,James Burgess
2533047,75,257,1/27/1991,Georgia,TE,Orson Charles
2552484,72,196,6/1/1993,Florida State,CB,P.J. Williams
2532887,73,209,2/6/1990,Washington,WR,Jermaine Kearse
2540258,77,260,10/5/1989,Cincinnati,TE,Travis Kelce
2543457,73,211,6/14/1993,Clemson,WR,Sammy Watkins
2552652,75,205,10/25/1992,Georgia,WR,Chris Conley
2556214,70,185,3/1/1994,West Alabama,WR,Tyreek Hill
2557917,71,216,8/6/1995,Toledo,RB,Kareem Hunt
2558125,75,230,9/17/1995,Texas Tech,QB,Patrick Mahomes
2532946,71,187,11/15/1988,Clemson,CB,Coty Sensabaugh
2307,70,196,2/10/1987,Boise State,CB,Orlando Scandrick
2495493,75,270,1/21/1989,Georgia,DE,Justin Houston
2530794,72,206,8/17/1987,Newberry,FS,Ron Parker
2543592,72,235,6/10/1992,Iowa,MLB,Anthony Hitchens
2552265,71,194,1/22/1993,Oregon State,CB,Steven Nelson
2555169,74,252,9/23/1993,Alabama,ILB,Reggie Ragland
2555173,71,199,1/7/1994,Minnesota,FS,Eric Murray
2555349,71,198,2/13/1995,Virginia Tech,CB,Kendall Fuller
2560881,75,285,12/18/1995,Mississippi,LB,Breeland Speaks
2560921,71,205,3/19/1996,Texas A&M,DB,Armani Watts
2540215,76,267,6/13/1990,Rice,TE,Vance McDonald
2556775,74,235,5/3/1993,Florida State,ILB,Terrance Smith
2495340,70,242,12/11/1988,Connecticut,FB,Anthony Sherman
2541187,79,230,7/29/1991,Wisconsin-Milwaukee,TE,Demetrius Harris
2561103,71,190,7/20/1996,Central Arkansas,WR,Tremon Smith
2558185,79,289,6/14/1994,Villanova,DE,Tanoh Kpassagnon
80427,74,210,2/26/1987,Maryland,WR,Darrius Heyward-Bey
2540204,70,229,11/23/1991,LSU,RB,Spencer Ware
2550512,71,224,4/3/1992,Oklahoma,RB,Damien Williams
2555478,73,203,9/21/1994,Florida,WR,Demarcus Robinson
2543638,68,176,1/5/1993,Oregon,WR,De'Anthony Thomas
2495470,71,220,1/27/1989,LSU,RB,Stevan Ridley
2560827,73,220,9/4/1994,Clemson,LB,Dorian O'Daniel
2530660,74,216,5/30/1989,Central Florida,WR,Kamar Aiken
2532800,74,241,9/4/1989,Florida State,OLB,Nigel Bradham
2556444,75,223,8/5/1993,Washington,TE,Josh Perkins
2556934,71,185,7/18/1993,Florida State,CB,Javien Elliott
2560930,70,198,3/18/1997,Pittsburgh,DB,Jordan Whitehead
2550605,71,196,3/24/1991,North Dakota State,CB,Marcus Williams
2561291,69,185,12/2/1995,Duke,RB,Shaun Wilson
2555346,72,184,4/16/1994,Notre Dame,WR,Will Fuller
2560784,74,250,6/5/1996,Boston College,OLB,Harold Landry
2560714,76,255,4/24/1995,Wake Forest,LB,Duke Ejiofor
2558942,74,246,2/19/1995,Harvard,TE,Anthony Firkser
2556673,76,263,7/31/1993,Stanford,OLB,Brennan Scarlett
1037347,76,231,11/14/1986,Alabama-Birmingham,QB,Joe Webb
2495251,71,184,4/8/1987,USC,CB,Shareece Wright
2535693,72,219,7/23/1990,Stanford,CB,Johnson Bademosi
2552730,76,240,10/31/1988,Northwestern (Ia),ILB,Brian Peters
2560759,71,200,12/15/1995,Wisconsin,DB,Natrell Jamerson
2560774,75,254,6/26/1995,Stanford,LB,Peter Kalambayi
2561344,73,218,3/27/1996,Florida Atlantic,RB,Buddy Howell
2561538,71,202,12/15/1995,Mississippi,DB,A.J. Moore
4263,74,214,2/17/1986,Toledo,P,Brett Kern
2535701,76,260,1/25/1990,Missouri,LS,Beau Brinkley
2541756,74,225,10/23/1989,Troy,FS,Brynden Trawick
2561033,73,209,4/27/1995,Arizona,DB,Dane Cruikshank
2543811,73,192,9/8/1990,Lindenwood,CB,Pierre Desir
2558123,72,210,3/7/1996,South Florida,RB,Marlon Mack
2550206,76,255,1/24/1991,Stanford,TE,Ryan Hewitt
2556855,73,207,8/5/1994,Texas,WR,Marcus Johnson
2557866,74,204,12/20/1993,Michigan,WR,Jehu Chesson
2532933,75,215,6/5/1989,Appalachian State,WR,Brian Quick
1037374,71,178,12/8/1987,Miami (Fla.),CB,Sam Shields
2539293,74,236,1/17/1991,Penn State,ILB,Gerald Hodges
2543855,72,195,9/3/1991,San Jose State,CB,Bene' Benwikere
2552656,70,160,4/24/1992,Alabama-Birmingham,WR,J.J. Nelson
2552307,73,237,5/4/1992,Baylor,ILB,Bryce Hager
2553536,71,184,8/29/1991,Oregon,CB,Troy Hill
2556374,70,191,8/8/1993,Auburn,SS,Blake Countess
2553545,73,210,5/16/1992,Georgia Tech,DB,Isaiah Johnson
2346,72,211,8/8/1986,Mount Union,WR,Pierre Garcon
2534820,77,252,5/29/1988,Michigan State,TE,Garrett Celek
2543801,74,225,11/2/1991,Eastern Illinois,QB,Jimmy Garoppolo
2558266,76,250,10/9/1993,Iowa,TE,George Kittle
2558918,70,190,2/28/1995,Georgia Southern,RB,Matt Breida
2560836,73,195,10/23/1995,Washington,WR,Dante Pettis
2558202,68,181,4/30/1994,Louisiana Tech,WR,Trent Taylor
2558914,73,203,8/4/1995,Eastern Washington,WR,Kendrick Bourne
2495507,75,195,3/30/1988,Stanford,CB,Richard Sherman
2550654,69,183,7/12/1991,Pittsburgh,CB,K'Waun Williams
2552391,73,215,2/12/1992,Samford,FS,Jaquiski Tartt
2558121,74,229,2/8/1996,Kansas State,LB,Elijah Lee
2558157,75,195,3/21/1995,Colorado,CB,Ahkello Witherspoon
2558857,74,205,10/6/1993,Miami,FS,Adrian Colbert
2560917,75,230,11/19/1996,Brigham Young,LB,Fred Warner
2533457,70,222,12/12/1988,Florida Atlantic,RB,Alfred Morris
2560761,69,185,9/5/1995,Middle Tennessee,WR,Richie James
2540230,73,240,4/23/1991,Harvard,FB,Kyle Juszczyk
2552684,75,239,1/19/1990,Wyoming,MLB,Mark Nzeocha
2560913,73,210,2/1/1995,Louisiana-Lafayette,DB,Tracy Walker
2543741,71,193,7/18/1991,Northern Illinois,FS,Jimmie Ward
2556641,76,263,6/17/1995,Notre Dame,DE,Romeo Okwara
2556708,78,257,11/30/1993,Incarnate Word,TE,Cole Wick
2543680,72,219,2/27/1991,Virginia Tech,FS,Antone Exum
494307,71,214,8/4/1988,South Carolina,FS,Darian Stewart
2495202,75,250,3/26/1989,Texas A&M,OLB,Von Miller
2530510,70,199,6/18/1989,Kansas,CB,Chris Harris
2532898,73,245,9/10/1989,Nevada,ILB,Brandon Marshall
2543505,71,194,5/1/1992,Ohio State,CB,Bradley Roby
2550930,73,230,5/17/1992,Sacramento State,ILB,Todd Davis
2555550,74,202,11/19/1993,Boston College,SS,Justin Simmons
497322,71,180,3/17/1987,Southern Methodist,WR,Emmanuel Sanders
497328,75,225,12/25/1987,Georgia Tech,WR,Demaryius Thomas
2532888,73,215,2/17/1988,Houston,QB,Case Keenum
2552399,77,255,11/24/1992,Ohio State,TE,Jeff Heuerman
2560733,72,238,2/24/1996,Oregon,RB,Royce Freeman
2560888,76,216,10/10/1995,Southern Methodist,WR,Courtland Sutton
2555568,74,220,4/2/1990,"California, Pa.",SS,Erik Harris
2555223,71,219,5/27/1992,Utah,RB,Devontae Booker
2557859,78,250,7/11/1995,Michigan,TE,Jake Butt
2559947,68,190,7/24/1994,Colorado,RB,Phillip Lindsay
2543572,76,210,12/20/1991,Clemson,WR,Martavis Bryant
2506345,70,185,9/30/1983,West Virginia,CB,Adam Jones
2555432,73,238,5/23/1993,Nebraska,RB,Andy Janovich
2550541,74,250,11/17/1992,Colorado State,OLB,Shaquil Barrett
2560763,73,236,12/25/1994,Iowa,LB,Josey Jewell
2507917,72,188,8/20/1988,Belhaven,CB,Tramaine Brock
2558985,76,212,11/23/1993,Utah,WR,Tim Patrick
2561002,73,206,3/10/1995,Penn State,WR,DaeSean Hamilton
2495347,78,265,11/21/1987,Marshall,TE,Lee Smith
497302,75,210,11/4/1986,LSU,WR,Brandon LaFell
2556278,73,194,7/29/1994,Arizona,FS,Will Parks
2532871,75,250,11/1/1987,West Virginia,LB,Bruce Irvin
2552271,76,265,6/4/1992,Oklahoma,DE,Geneo Grissom
2558956,76,245,11/18/1993,Wyoming,TE,Jacob Hollister
2550659,70,188,1/26/1991,Oklahoma State,CB,Tyler Patmon
2555421,74,246,3/31/1995,Maryland,DE,Yannick Ngakoue
2556454,72,220,7/22/1993,South Carolina,RB,Brandon Wilds
2560809,71,215,2/17/1995,Georgia,RB,Sony Michel
2556375,78,280,1/7/1994,Baylor,TE,Rico Gathers
2556512,69,159,1/28/1994,Boise State,CB,Donte' Deayon
2557920,70,195,8/31/1995,Michigan,CB,Jourdan Lewis
2541944,72,195,9/17/1990,LSU,WR,Russell Shepard
2552605,71,210,5/13/1992,Northwestern,FS,Ibraheim Campbell
2495893,77,232,3/23/1984,Central Florida,WR,Brandon Marshall
2532975,71,215,11/29/1988,Wisconsin,QB,Russell Wilson
2541966,75,204,1/8/1990,Clemson,WR,Jaron Brown
2552430,70,182,9/28/1992,Kansas State,WR,Tyler Lockett
2555289,78,261,3/6/1993,Ohio State,TE,Nick Vannett
2558865,71,222,9/16/1994,Oklahoma State,RB,Chris Carson
2508080,70,202,5/7/1989,Texas,FS,Earl Thomas
2539243,73,215,11/15/1990,Kansas,SS,Bradley McDougald
2553456,73,215,8/29/1992,San Jose State,CB,Akeem King
2553637,71,190,3/27/1993,Tennessee,CB,Justin Coleman
2557881,72,204,1/20/1995,Colorado,FS,Tedric Thompson
2558259,72,198,7/20/1995,Central Florida,CB,Shaquill Griffin
2558925,72,240,1/10/1994,Villanova,LB,Austin Calitro
2560835,71,220,2/2/1996,San Diego State,RB,Rashaad Penny
2561046,76,267,7/8/1996,Washington,TE,Will Dissly
2532890,71,240,9/28/1990,California,OLB,Mychal Kendricks
2540140,77,235,10/4/1990,Louisiana State,OLB,Barkevious Mingo
2552629,75,260,6/14/1993,Michigan,DE,Frank Clark
2556603,72,235,8/16/1993,USC,FB,Tre Madden
2558856,72,215,1/15/1995,East Central,WR,David Moore
2555417,73,225,5/20/1994,Notre Dame,RB,C.J. Prosise
2553439,69,221,2/19/1993,South Carolina,RB,Mike Davis
2535964,72,208,5/18/1989,Louisville,WR,Josh Bellamy
2555356,70,191,12/13/1993,Navy,WR,Keenan Reynolds
2560800,73,215,4/14/1995,Oklahoma,QB,Baker Mayfield
2560830,72,210,9/30/1996,Colorado,CB,Isaiah Oliver
2553568,75,207,9/21/1992,Illinois State,WR,Cameron Meredith
2558954,74,221,8/23/1990,Brigham Young,QB,Taysom Hill
2561061,72,184,1/22/1996,Louisiana State,WR,Russell Gage
2560946,73,190,2/20/1996,Boston College,DB,Isaac Yiadom
496814,74,235,6/4/1986,Marshall,OLB,Albert McClellan
2539937,69,205,2/23/1991,Syracuse,SS,Shamarko Thomas
2560915,70,200,3/29/1997,Miami (Fla.),HB,Mark Walton
2561093,72,225,1/14/1995,Maryland,LB,Jermaine Carter
2555331,75,205,4/17/1994,Mississippi,WR,Cody Core
2556762,73,234,8/17/1993,Idaho,RB,Elijhaa Penny
2561017,70,205,4/27/1996,Temple,DB,Sean Chandler
2543456,77,255,2/14/1993,South Carolina,DE,Jadeveon Clowney
2495488,77,288,3/22/1989,Wisconsin,DE,J.J. Watt
2560718,74,234,11/8/1995,Alabama,LB,Rashaan Evans
2561340,71,185,3/5/1996,Vanderbilt,CB,Tre Herndon
2552401,74,243,3/24/1992,Southern Illinois,TE,MyCole Pruitt
2556798,73,180,5/16/1992,Youngstown State,CB,Kenneth Durden
2539964,69,185,11/19/1990,Texas,WR,Marquise Goodwin
2499278,72,225,7/5/1989,Southern California,OLB,Malcolm Smith
2557837,73,228,4/4/1994,Alabama,OLB,Reuben Foster
2560850,69,193,11/11/1996,Kansas State,DB,D.J. Reed
2559076,76,210,8/14/1995,Hawaii,WR,Marcus Kemp
2543494,74,252,3/19/1991,Auburn,DE,Dee Ford
2561117,74,200,8/16/1996,Southern Mississippi,DB,Tarvarius Moore
2553728,70,197,4/9/1992,Purdue,RB,Raheem Mostert
2552409,75,216,1/20/1993,Louisville,WR,DeVante Parker
2495159,70,215,9/16/1987,East Carolina,WR,Dwayne Harris
2559054,72,225,7/10/1995,Greenville,ILB,Nicholas Morrow
2553552,76,253,1/16/1992,Bowie State,TE,Khari Lee
2559208,72,195,4/15/1994,Pittsburgh,CB,Ryan Lewis
2560801,69,190,10/15/1996,Clemson,WR,Ray-Ray McCloud
2561099,70,205,6/30/1995,Cincinnati,RB,Mike Boone
2495331,70,185,9/24/1988,Southern Methodist,WR,Aldrick Robinson
2559012,73,230,9/26/1994,Cincinnati,OLB,Eric Wilson
2543500,75,215,7/16/1992,Vanderbilt,WR,Jordan Matthews
2555259,77,237,12/30/1992,North Dakota State,QB,Carson Wentz
